Tweet ID;User;Tweet;Labelling : zahri;Orang 2;orang 3;hasil;;;;;;;;;;;;;;;;;;;
1586641889247518721;Ricky Kardjono 🇮🇩;@2Diredja @Pra__93 @arifin34533 @Jkt_Networks @Manse_Mangat @MrsRachelIn @DennyDSP77 @YayuMulya @AyamSegar3… https://t.co/uJPmkuJaxj;0;0;;0;;;;;;;;;;;;;;;;;;;
1586641749555830785;Berlin;"Mantap cair ini influence dari Pertamini.
Ngasih tau org yg jual eceran tu ga bener dan bikin ga tepat sasaran subs… https://t.co/M1QUdFzGGF";-1;1;1;1;;;;;;;;;;;;;;;;;;;
1586640983558455296;kokorobet;@CNNIndonesia gaslah bulan depan pertamax jd 8K/Ltr;1;1;;1;;;;;;;;;;;;;;;;;;;
1586639195203698688;UMSfess;UMSfess- pertamax di SPBU depan udah dibuka belum ya? Tadi pagi sender kesana masih ditutup. Thankyouu;0;0;;0;;;;;;;;;;;;;;;;;;;
1586637001444294656;ciaa;pen si gue teh keluar ngan eta bensin ni ga enakeun tau pertamax masa aku baru ngisi udah abis setengah lagi .....;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586633549327007745;Orang_bï@sa;"@Kamyanto1234 Nah ini baru bener .. mobil bagus minumnya Pertamax.
Jangan kayak si musni, yg belain ngantri Pertalite";1;1;;1;;;;;;;;;;;;;;;;;;;
1586633265716539392;Arigatou~;@pakmul63 Pak mul tolong ujilab pertamax;0;0;;0;;;;;;;;;;;;;;;;;;;
1586625211985559553;haNji;@hyunjinired dih premium, aq nie jamet pertamax;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586622860449046528;JEREZ ♘;@ChanyeolDhawet @AzmiAbshari @wangkyberdikari @shitlicious irit turbo mas, penggunaan normal 70-80kpj, buka gas kec… https://t.co/D2BBL6GPRw;0;0;;0;;;;;;;;;;;;;;;;;;;
1586615338682421248;ngesbray;Ngisi bensin pake pertamax;0;0;;0;;;;;;;;;;;;;;;;;;;
1586612203075301382;Ysul;"@sirylande kapasitas tanki berapa liter?
50rb itu cuman ngisi 3,5 liter kalo pertamax";0;0;;0;;;;;;;;;;;;;;;;;;;
1586610015280201728;Pemuda Tersesat 🏴󠁧󠁢󠁥󠁮󠁧󠁿;@pakmul63 Menarik di bagian Lead atau kandungan Pb, penasaran sm tes RON 92 yg ada di pasaran (Pertamax, Super, bp… https://t.co/vxvJfbnAZS;0;0;;0;;;;;;;;;;;;;;;;;;;
1586609650308636673;i luv ma self ✨;niat gue hari ini gamau keluar kemana2. soalnya semalem gue isi pertamax 25 cmn naik 1 batang. nangis bgt anjenk;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586608381044789248;Raden Mas Ganteng;gue sih udah ga kaget. lha wong Pertamax dicampur Shell Super RON 92 aja udah kayak minyak tanah ketemu air. ga bis… https://t.co/4c10fhQ6lH;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586607846015500289;shina mashiro;@deknestle @tanyakanrl Kurang tau sii tp yg pasti 150rb bisa buat 10liter pertamax. Kalo di pake di jalan tol dia i… https://t.co/NYhkKvz6kb;1;0;0;0;;;;;;;;;;;;;;;;;;;
1586607842533859328;Raden Mas Ganteng;@pakmul63 untuk yang ini saya sih ngga kaget pak. lha wong Pertamax dicampur Shell Super aja udah kayak minyak tana… https://t.co/RwDXT1zFNK;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586605463470161920;MyPertamina;@Ferdian_A_R Pertamina Delivery Service dengan mencantumkan nomor MyPertamina. Selain menggunakan aplikasi MyPertam… https://t.co/j7EEMlccD2;0;0;;0;;;;;;;;;;;;;;;;;;;
1586605296633323525;MyPertamina;@Ferdian_A_R Hai, Sobat Ferdian. Bisa sobat dengan menggunakan e-voucher. Poin bisa didapatkan apabila melakukan tr… https://t.co/q4AaJICp0W;0;0;;0;;;;;;;;;;;;;;;;;;;
1586604167463718912;rfs;@yatiRH Isi pertamax turbo dong;0;1;0;0;;;;;;;;;;;;;;;;;;;
1586601971141574656;N;mending isi pertamax. bisa seminggu https://t.co/HPHHkNqidm;0;1;0;0;;;;;;;;;;;;;;;;;;;
1586601244524572673;zat cair;@ohmybeautybank Pake pertamax;0;0;;0;;;;;;;;;;;;;;;;;;;
1586598041439866883;apriliaaazd;@bucintothemaxx @JadineGood Bakar ae kak aq sumbang Pertamax🤣🤣;-1;0;0;0;;;;;;;;;;;;;;;;;;;
1586597475942830080;Ariz Kurniawan Zainal;"""lain kali kalo pertamax sebelah sana mas biar gak antre"" setelah gua bilang isi pertamax, anjay trus ngapain ada tulisan di depan tadi";-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586597265887883265;Ariz Kurniawan Zainal;"tadi pas mampir di POM karena gak biasa isi bensin di situ langsung aja ke barisan antre, ada tulisan ""Jalur Khusus… https://t.co/epgzWkrdku";-1;0;0;0;;;;;;;;;;;;;;;;;;;
1586594034088566785;xxcha;pertamax mahal, yg murah apa?wkwk;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586591889188622336;Halahmasa;Baru ngerasain segitu hematnya pake shall dibanding pake pertalite/pertamax yg cepet abis. Sayangnya di Cianjur blm… https://t.co/vUCrU5YAcR;1;1;;1;;;;;;;;;;;;;;;;;;;
1586589272198348802;Kedirifess;Cah motor beat sebelume pake pertamax terus kalau turun ke pertalit aman gak buat mesin;0;0;;0;;;;;;;;;;;;;;;;;;;
1586586658778279936;Pertamax Series ID;"Sayangi bumi, sayangi mesin kendaraan kamu dengan bangga pakai Pertamax 💙

#JadiPilihanPas… https://t.co/Lu3a2AiNAA";1;1;;1;;;;;;;;;;;;;;;;;;;
1586586652428111872;Pertamax Series ID;Pengguna Pertamax harus bangga dan percaya diri, selain menyelamatkan mesin kendaraan kesayangan kalian juga udah m… https://t.co/U0ld0jwbK6;1;1;;1;;;;;;;;;;;;;;;;;;;
1586584038852026368;MG.;@Enthralleds Udah semua lho, aku pertamax like;1;1;;1;;;;;;;;;;;;;;;;;;;
1586583015634849793;Abcdefghijkloveyou❤;Pertamax mahal, yang murah itu cewe yg masih ngarepin pacar orang! Bangkee!;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586582768372572160;BlackAngel;@jaechanim Temen lo sih, nyiram bensin, solar, dan pertamax wkwkwkwkwk ya jangan salahin klo apinya ngebul;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586582503028293632;ngab-ngaban ciwidey;@SenaNugraha03 @sikotor1 @biazazaja @ElpijiTinorma @shitlicious Nah loh, padahal klo diketerangan… https://t.co/PxcpiFLK0R;-1;0;0;0;;;;;;;;;;;;;;;;;;;
1586579248835223552;The Lunatic;Kok iso, mahasiswa tuku pertamax? Heran aku, bapakne kerjo opo yaa?;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586576340676812800;10;Seandainya aku KasKus, kamu udah pasti selalu yg PERTAMAX.;1;1;;1;;;;;;;;;;;;;;;;;;;
1586571493672366080;Mikko Kohl;Hasil pembandingan ini yang kedua, sebelumnya di mobil dan sama hasilnya pertamax turbo lebih irit daripada pertama… https://t.co/Q860EPgIGd;1;1;;1;;;;;;;;;;;;;;;;;;;
1586571172153810944;auuuuu;motor tu kalo diisiin pertalite kenapa mesinnya kek gapernah ganti oli setaun ya?? berat bgt kek gapernah diservice… https://t.co/4RyGv1R24X;0;-1;-1;-1;;;;;;;;;;;;;;;;;;;
1586570564889894913;Mikko Kohl;Sejak beberapa bulan yang lalu pertamax terasa lebih boros. Total kilometer tempuh padahal hanya berselisih ±2.1 km… https://t.co/xOOCKpOrgZ;0;-1;-1;-1;;;;;;;;;;;;;;;;;;;
1586570562016772096;Mikko Kohl;Seminggu yang lalu pakai pertamax isi 40 ribu penggunaan seminggu daily commuting habis di last strip pas di hari j… https://t.co/UTucOQOcKq;0;0;;0;;;;;;;;;;;;;;;;;;;
1586566171251179520;Shampo didi;@alajagimana Yaris nik 2016 stnk 2017. G automatic. KM 101.000an. Mesin halus banget. Service record + minum pertam… https://t.co/ZqzyBPfv8w;1;1;;1;;;;;;;;;;;;;;;;;;;
1586558747735838720;🌙;Ngisi pertalite cepet abis, ngisi pertamax ngga njajan 😭😭 ealah;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586556475530354688;Nun nu Nan na;tp malah HAMPIR full, lupa kalo 20 pertamax itu cm 1,5 literan 😭;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586556104862879744;Nun nu Nan na;soalnya semalem 2 spbu jauhjauh jaraknya pertamax abis terus;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586550460735184897;Duke of Jatiwaringin;Tapi lumayan lah nemu duit buat isi pertamax turbo;1;0;0;0;;;;;;;;;;;;;;;;;;;
1586548903142633472;salma;@mcikhsann @agusetia_ @aditwongs @ghozihanif22 @shitlicious Bener. Motor vario diisi pertamax malah lebih cepet abi… https://t.co/mLIjBuk5tB;1;-1;-1;-1;;;;;;;;;;;;;;;;;;;
1586548614075412480;forever punk;@Naye_______ @Sang_Rajawali @hellosyalala @niwseir @gojekindonesia makanya, sekarang aja argo cuma naik Rp.800 kak,… https://t.co/61i4qcAJ5A;0;-1;0;0;;;;;;;;;;;;;;;;;;;
1586547602447040513;ir ♡;bli pertalite knpa skrg antrinya panjang, yg dibuka 1 jalur doang, klo mau ke pertamax ga ada ptugas yg njaga;0;-1;-1;-1;;;;;;;;;;;;;;;;;;;
1586545991770984448;Ferdian Ali Rahman;pembelian Pertamax memakai aplikasi @MyPertaminaID dengan pembayaran memakai voucher, tetep bisa dapet poin ya;0;1;0;0;;;;;;;;;;;;;;;;;;;
1586545194404843523;BAUBAU INFO ● Kabarakatina Tana Wolio ●;Minggu, Pertalite di SPBU habis. Besokpi baru ada pengisian. ta isimi pertamax 20rb cuma naik satu garis. Keras kehidupan !!! 😓;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586544999558270976;detikcom;Pertamina telah menurunkan harga BBM jenis Pertamax pada awal Oktober 2022. Penurunan harga tersebut berbeda-beda a… https://t.co/x3FRzzlj3e;0;0;;0;;;;;;;;;;;;;;;;;;;
1586544996492140544;DetikFinance;Pertamina telah menurunkan harga BBM jenis Pertamax pada awal Oktober 2022. Penurunan harga tersebut berbeda-beda a… https://t.co/nIsNTm7Uuz;0;0;;0;;;;;;;;;;;;;;;;;;;
1586544598590988288;himura 🏴🏴;@PartaiSocmed Waduh min kok kayak Pertamax yg gampang nguap...;0;-1;0;0;;;;;;;;;;;;;;;;;;;
1586543877611134976;♨️♨️♨️;"@shitlicious Nonton moladin aja udah
Pertamax aja kalah ama vivo 89";0;-1;-1;-1;;;;;;;;;;;;;;;;;;;
1586541055574302720;Sumsel Update;Terbaru! Ini Daftar Harga Pertalite hingga Pertamax per 30 Oktober https://t.co/97HZZDBO4y;0;0;;0;;;;;;;;;;;;;;;;;;;
1586539063007481858;DetikFinance;PT Pertamina (Persero) telah menurunkan harga BBM jenis Pertamax pada awal Oktober 2022. Penurunan harga tersebut b… https://t.co/XNKmO7Zfk9;0;0;;0;;;;;;;;;;;;;;;;;;;
1586537014735691776;Sena;@devilbreak @sikotor1 @biazazaja @ElpijiTinorma @shitlicious Tapi pertashop jual pertamax ngab. Padahal pertamax ju… https://t.co/XiKIyLVoxu;0;0;;0;;;;;;;;;;;;;;;;;;;
1586536695519772673;hyeonukang;@shitlicious Dulu prnah beli pertamax 100k pas bbm perliternya hrganya 14.500 dan aku belinya di pertashop, masak c… https://t.co/JxytaUOego;0;0;;0;;;;;;;;;;;;;;;;;;;
1586534327923662848;#SaveSharks;@shitlicious Jujur pertamax sekarang pun kerasa beda. Motor kurng tenaga. Akhirnya pake lagi shell kualitasnya lebi… https://t.co/6asWEk1Z8R;1;-1;-1;-1;;;;;;;;;;;;;;;;;;;
1586529374970720256;スイナ;@hennliebert @undipmenfess tim ichika saya kak :(, tapi nino boleh juga si paling nt, eh miku bagus jir trobos trob… https://t.co/RvHuQZMnYO;-1;0;-1;-1;;;;;;;;;;;;;;;;;;;
1586527854673600512;mickypickels;@agusetia_ @aditwongs @ghozihanif22 @shitlicious Nah dari video itu gua tetep pake pertalite karna masa hampir seta… https://t.co/xhl2i9idhL;0;1;0;0;;;;;;;;;;;;;;;;;;;
1586526340248764416;Al__26;@Askrlfess Peda ku pertamax 100k, udah kek orang kaya banget ngisinya sampek di liatin orang2 😭;-1;1;-1;-1;;;;;;;;;;;;;;;;;;;
1586518586570379264;Zaki Nur Alif;@maonaosan Gua dah nemu spbu yang jual pertalit rasa pertamax di ciater, skip dulu kalo buat revo;-1;1;1;1;;;;;;;;;;;;;;;;;;;
1586517390854041600;jildhuz;"@DarisPutranto @pakmul63 Vivo 89 itu ngibul. Aslinya 90,7 mendekati 91

Sementara pertalite cuma 90,3. Kagak ngibul… https://t.co/1jt83k1zpe";0;1;1;1;;;;;;;;;;;;;;;;;;;
1586511627972915201;Red Magician;@mihsansofyan1 @HariyantoStmm @pakmul63 Pantes motor saya pas pake pertalute waktu dipanasin pagi hari ngeluarin as… https://t.co/3IEGYX2t5o;0;-1;-1;-1;;;;;;;;;;;;;;;;;;;
1586504418546962434;Jet Darat;@barwbij Minum pertamax 😅;-1;0;0;0;;;;;;;;;;;;;;;;;;;
1586503831348973569;Georgius Hary Wijaya;"Sulfurnya Pertalite 2x lipat dari Revo 89

Sulfurnya Revo 89 setara dengan pertamax turbo 98… https://t.co/tPzyS3S99X";0;0;;0;;;;;;;;;;;;;;;;;;;
1586501867848466432;Agus Setiawan;@aditwongs @mcikhsann @ghozihanif22 @shitlicious Nonton videonya Moladin aja bang, ga usah tes-tesan segala. Toh em… https://t.co/UbZesgcILZ;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586497163223179264;yemima;Pertamax 50rb cuma naek jadi 3strip doank yalaaa nangeeeees 😭;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586491440297054208;Guruh Hariyanto;@ngalcio Bensin pertamax.turbo, gass ngacirr 😁👍;1;1;;1;;;;;;;;;;;;;;;;;;;
1586491391776935936;YU &;@MyPertaminaID mohon untuk aplikasi ini n metode pembayaran tunainya diperbaikilah dan bimbing pegawai spbunya mema… https://t.co/VvvzSDE3U4;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586490277052620800;Ifa Zulfa;"Kualitas pertamax turun juga ya? Kukira cuma pertalite yang kualitasnya diturunin 🫠

Suara motor jadi kaya orang ba… https://t.co/4KfEQHfGyQ";-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586489892858920960;𝚈𝚝𝚑: 𝙼𝚊𝚜 𝙲𝚊𝚖𝚊𝚝 𝙽𝚍𝚘𝚍𝚘𝚕;@AzmiAbshari @wangkyberdikari @shitlicious Sorry bang mau nanya, klo cb150r tuh enaknya emng pertamax yak?;0;0;;0;;;;;;;;;;;;;;;;;;;
1586486288353751040;LIWULM;@haai_re Bener-bener sultan banget tuku pertamax;1;1;;1;;;;;;;;;;;;;;;;;;;
1586464398633480192;itaintme;@mcikhsann @shitlicious Iya sy juga ngehnya pas pertamax antri pertalite yg ga antri wkwk, pas isi ko jd irit lg,;0;1;1;1;;;;;;;;;;;;;;;;;;;
1586453425289834496;Sagafoods;@AzmiAbshari @shitlicious Iya om, nyaman pakai turbo dibanding pertamax, mayan selisih 25 ribu bisa dapat rokok sebungkus, hehehe...;0;-1;0;0;;;;;;;;;;;;;;;;;;;
1586442146248130560;anggoro hendrawan;@AzmiAbshari @shitlicious NMAX, om. Penggunaan jarak tempuh 300km/minggu, berkurang juga intensitas ke SPBU, pertam… https://t.co/p7GTtJEw7W;1;-1;1;1;;;;;;;;;;;;;;;;;;;
1586440015940227072;anggoro hendrawan;@wangkyberdikari @shitlicious Motornya apa? Sangat bisa terjadi karena kendaraannya emang lebih cocok menggunakan T… https://t.co/IO9KJAKptf;1;0;0;0;;;;;;;;;;;;;;;;;;;
1586439663677452289;Daffa Fauzan;idung w masih bau pertamax turbo alig;1;-1;-1;-1;;;;;;;;;;;;;;;;;;;
1586438144093696000;Azmi Abshari Wicaksono;@shitlicious Subyektif berdasar perasaan sebagai konsumen, ada yang aneh kah om antara Pertamax dgn Pertamax Turbo?… https://t.co/Ajn1uIf5Rb;0;0;;0;;;;;;;;;;;;;;;;;;;
1586434928106819584;haveed;"@mzahid_a @pakmul63 Secara oktan beda tipis, tdk terasa bedanya kl cm segitu

Secara sulfur beda jauh, Pertalite 2x… https://t.co/YdjZQuu1Nn";-1;0;-1;-1;;;;;;;;;;;;;;;;;;;
1586434650963992576;anggoro hendrawan;@with_cipa Twitter gua pertamax, maap maap aja☺️☺️;-1;0;0;0;;;;;;;;;;;;;;;;;;;
1586427623135014912;🦉;@bekasibase Pertamax;-1;0;0;0;;;;;;;;;;;;;;;;;;;
1586408885283192832;CSD📌 나중에 또 봐 저너누( ◠‿◠✿);Pertamax mahal, yang murah orang ketiga🙏🏻;0;-1;-1;-1;;;;;;;;;;;;;;;;;;;
1586393825081143296;BOLANG;Ramasok blass pertamax 30ewu pp jogja solo ra nyandak😫😫😫;0;0;;0;;;;;;;;;;;;;;;;;;;
1586390662798536704;hola;Perlu diuji jg ini perbandingan lainnya yg setara pertamax dan pertamax turbo nya jg, terutama di kota lain yg cuma… https://t.co/hEwSTQGznE;-1;0;0;0;;;;;;;;;;;;;;;;;;;
1586389834133667842;si paling helm an;WEH SUMPAH KOK BENSIN SKRG CEPET ABISNYA SIH AJGGGGG. w prasaan fulltank pertamax tuh bsa semingguan dan itu lumaya… https://t.co/kDjKef38bq;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586389404246953984;Ajinotmoto;Hah, wis sabodo teuing ama pertalite pertamax lah, end relationship with pertamina. Dah beralih ke shell super, ada… https://t.co/oY55joTzfm;0;-1;-1;-1;;;;;;;;;;;;;;;;;;;
1586386485007482880;DNF;pertamax mahal ga sii?!?! iyaa yg murah soalnya bukan aku tp org ke 3🌈;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586383889974513665;Lax.;@sawturnzs dimana rumah kamu atuhh aku udh isi pertamax;0;0;;0;;;;;;;;;;;;;;;;;;;
1586380154271838213;kyeenaa;"Ini Daftar Harga Pertamax Hingga Pertalite Per 28 Oktober.
https://t.co/we34o8jrxy";-1;0;0;0;;;;;;;;;;;;;;;;;;;
1586376690040594432;bg pler;@bocahkeciik @nocturnaaI @perind0jaya @rajamesirr minimal bensin full tank Pertamax;0;1;0;0;;;;;;;;;;;;;;;;;;;
1586372287535595520;Lewi Media;Pertamax mahal yg murah orang ketiga;0;-1;-1;-1;;;;;;;;;;;;;;;;;;;
1586372278799183872;ojay playboy;@beojohyun PERTAMAX;0;0;;0;;;;;;;;;;;;;;;;;;;
1586371449962393600;Salsabila♡;Kerasa sih bedanya beli dieceran sama spbu resmi, kadang suara mesin gue masih kasar kalo beli eceran (meski pertam… https://t.co/F7oYmFc44O;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586368901406810115;❄︎;"@musniumar mana, 
#BuzzerRP
#BuzzerRP
#BuzzerRP 
Ngapa dihapus Mus... Ndak usah malu Gua juga paham, beli Pertamax… https://t.co/r4DoJNMG9t";0;0;;0;;;;;;;;;;;;;;;;;;;
1586368332709568512;Basa;"@Jkt_Networks kalo mars penduduknya kek gini bisa2 bumi kosong deh😁 pd move on ke mars semua 🤣🤣🤣

gue yg pertamax daftar deh 😋😋😋";0;0;;0;;;;;;;;;;;;;;;;;;;
1586363531083288576;💫✨Tonggone Raden Aji Soko ✨💫;@haecau tapi q pertamax user 😾;-1;1;1;1;;;;;;;;;;;;;;;;;;;
1586362866528944128;Ivan Ardy;@eraiciyo Team pertamax turbo, krn pertamax juga antriannya bejibun 😭😭;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586361419439964161;SPY, 𝑹𝑨𝑰𝑵｡;pertamax mahal, yg murah omonganmu mas🙏🏻;0;-1;-1;-1;;;;;;;;;;;;;;;;;;;
1586361070913933312;Axel ;Pertamax https://t.co/BfovdaPH4R;-1;0;0;0;;;;;;;;;;;;;;;;;;;
1586360000972083200;annn;"Untung Pake BBM nya Aftur .. 
Coba Pertamax Turbo .. 
Habis Macet .. Bikin Banyak Story 
Jadi Konten di Berbagai Pl… https://t.co/uJqHcDaYZG";-1;0;0;0;;;;;;;;;;;;;;;;;;;
1586358460664279040;Yena. ࿂;Mbasan dadi, malah jaluke pertamax turbo 🥲, dinei pertalite watuk watuk;0;0;;0;;;;;;;;;;;;;;;;;;;
1586356029914107906;Su.Su.Sa SukasukaSaya;@Karaespa Pertamax bgt sama saya ya erin;-1;0;0;0;;;;;;;;;;;;;;;;;;;
1586355123307294721;kang guru;@AREAJULID Bau bensin sih hahaha harus premium bukan pertalite atau pertamax;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586352014875033602;SENGGOL DONG 😎;@HabisNontonFilm Pengen liat #Tangguh di Sri Asih karena itung itung nungguin kerja malem kebetulan tgl segitu keba… https://t.co/mdORcAiXyr;-1;0;0;0;;;;;;;;;;;;;;;;;;;
1586351441786327040;BukanPenikmatSenja;@kopiloversoul Pertamax;0;0;;0;;;;;;;;;;;;;;;;;;;
1586347714346123267;Noname;@WibisonoanDikit Emang borosss, gua pake pertamax isi full seminggu bisa eh pake pertalite isi full kaga sampe seminggu🥲;0;-1;-1;-1;;;;;;;;;;;;;;;;;;;
1586347224640151552;IKBAR;"@ACTCLOWNS PERMISI STAMPNYA KACK~

PERTAMAX BADUT YG MENGISI https://t.co/6vsrYHP43r";0;0;;0;;;;;;;;;;;;;;;;;;;
1586345501427105793;een;"DEMI ALLAH PERTALITE 12K PER LITER, masa 2 bar 25k.....
mikir anying, pertamax 16k😭😭😭😭😭😭😭😭😭😭😭 https://t.co/K2reQQWIqK";-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586342318054907904;❄︎ 𝑪𝒉𝒍𝒐𝒆 𝑬𝒕𝒉𝒍𝒚𝒏;"Bukanya itu kode harga Petralite dan Pertamax 
@gibran_tweet https://t.co/CVJgP8EZRD";-1;0;0;0;;;;;;;;;;;;;;;;;;;
1586339552620257281;zhag;@Cintada16 Bukanya itu kode harga Petralite dan Pertamax @gibran_tweet;-1;0;0;0;;;;;;;;;;;;;;;;;;;
1586337313780428802;FANANY RACHMAN;@ACTCLOWNS pertamax 🙏 https://t.co/VwFGfS1fQE;0;0;;0;;;;;;;;;;;;;;;;;;;
1586337067360866305;FANANY RACHMAN;@KediriFess Mungkin pengguna pertamax beralih ke pertalite juga. Jadi makin antri deh pertalitenya.;0;-1;-1;-1;;;;;;;;;;;;;;;;;;;
1586327902768877568;Takamiya;Mio S full tank pertamax 50rebu lebih 😅😅😅😅;0;-1;0;0;;;;;;;;;;;;;;;;;;;
1586322030336835584;bubuk cengkeh;@KediriFess lewato pertamax gk antri,, gaji sebulan gawe ngebak i tanki pertamax msok gk cukup;0;0;;0;;;;;;;;;;;;;;;;;;;
1586318198730723329;hep;Ke Pom mau isi pertamax tapi yg jaga kosong ikut antian yg khusus subsidi , yang lain pada pertalite ngerasa bisa sombong tadi 🤣👋;-1;0;-1;-1;;;;;;;;;;;;;;;;;;;
1586317552636289025;شر الناس;Numpak sedhan nganggo blangkon angkutan umum dadi becax mbiyen premium saiki pertamax wong luwe ora kongang ngadeg;-1;0;0;0;;;;;;;;;;;;;;;;;;;
1586315022715981826;𝔇.𝔗𝔥𝔬𝔢𝔵'98_𝔑𝔳𝔪𝔟𝔯'01;#PERTAMAX! @SelularID #Unboxing @OPPO A17 Indonesia https://t.co/y0nCcGcpRZ lewat @YouTube;1;0;0;0;;;;;;;;;;;;;;;;;;;
1586314573296332801;Grade ©;PERTAMAX kui kristalisasi keringet dadi kudu dihargai..;-1;0;0;0;;;;;;;;;;;;;;;;;;;
1586313484006227968;Didi Valentino;Kalo pake debet mesinnya ga eror, cepet pula yg pertamax mobil ga antri2 club 😂 (@ SPBU Pertamina in South Tangeran… https://t.co/xFjVhCThl8;0;0;;0;;;;;;;;;;;;;;;;;;;
1586313315243896833;Grade ©;@NdoroTedjo mirip ngisi pertamax...;0;0;;0;;;;;;;;;;;;;;;;;;;
1586309823347527680;Siti Djamalia;Jarak pemakaian Deket aja gua udah engap beli bensin apalagi yg pada jauh ya jarak kerjanya + pertamax kantong ga aman banget pasti😭;-1;-1;;-1;;;;;;;;;;;;;;;;;;;
1586309130641252353;bustanul 'bokir' Arifin;"Pertamax Dex

Brp mas?

30rb Dex

Iyh mas";-1;0;0;0;;;;;;;;;;;;;;;;;;;
1586308681406517248;bukan pelawak;rute hari ini : Tuntang - Pringapus - Pabelan - Tuntang - Banyubiru - Tuntang hanya habis pertamax 1 liter. UMax nya mas @apri_adi08 emang 👌;-1;1;1;1;;;;;;;;;;;;;;;;;;;
1586307567004753920;MasDor;@Askrlfess percakapan abis isi bensin, kasian semua mobil dan motornya pertamax katanya sekarang punya uang ngisi j… https://t.co/UGOC595NJH;0;0;;0;;;;;;;;;;;;;;;;;;;
1586307316139237376;Jati Prabowo;@KediriFess Pertamax ae ga antri;-1;1;1;1;;;;;;;;;;;;;;;;;;;
