id;username;content;clean;orang 1;orang 2;orang 3;hasil;;;
1586175022947004417;toplevel_view;"Masih saja sibuk radikal-radikul, padahal:
- Kekayaan alam &amp; jutaan hektar lahan masih dikuasai asing &amp; swasta
- Korupsi merajalela
- Utang negara makin bengkak
- Banyak BUMN yg terlilit utang
- Kasus Bansos, Jiwasraya, Asabri, dll. Bahkan, Apeng korupsi puluhan trilyun.
- Dll.";masih saja sibuk radikal radikul padahal kekayaan alam amp jutaan hektar lahan masih dikuasai asing amp swasta korupsi merajalela utang negara makin bengkak banyak bumn yg terlilit utang kasus bansos jiwasraya asabri dll bahkan apeng korupsi puluhan trilyun dll;-1;-1;-1;-1;;;
1586174457051107329;oukawwa;kapan ada bansos tiket scout lgi yh;kapan ada bansos tiket scout lgi yh;0;0;0;0;;;
1586169135419265024;OnFucker;"@MariaAlcaff Jelas rakus kayak PDIP , uang orang miskin ( bansos ) saja msh digarong .
#DPRMilikOligarki
#DPRMilikOligarki";jelas rakus kayak pdip uang orang miskin bansos saja msh digarong;-1;-1;-1;-1;;;
1586168531212980224;TricksterWulf;@onion_holic Bukan bansos emang dota mau dead game jadi dikasih arcana semua wkwkwk;bukan bansos emang dota mau dead game jadi dikasih arcana semua wkwkwk;0;0;0;0;;;
1586168147966513152;didikw;"@setkabgoid Maaf bos, kepercayaan saya sedang hilang kepada pemangku kebijakan menyusul kerap kejadian seperti ini. Mulai dari otoritas keamanan, otoritas kesejahteraan (pangan, BBM, gaji &amp; asuransi kerja Asabri dan Taspen), otoritas sosial(bansos), sekarang kesehatan.";maaf bos kepercayaan saya sedang hilang kepada pemangku kebijakan menyusul kerap kejadian seperti ini mulai dari otoritas keamanan otoritas kesejahteraan pangan bbm gaji amp asuransi kerja asabri dan taspen otoritas sosial bansos sekarang kesehatan;-1;-1;-1;-1;;;
1586166792019267585;onion_holic;@TricksterWulf alhamdulilah ya bansos;alhamdulilah ya bansos;1;1;1;1;;;
1586163875577499648;marvelcorp1;@otisram @KPK_RI @KejaksaanRI Makanya sekali kali Lu Baca Kasus Yang di tangani KPK itu memang kebacanya berdasarkan pesanan contoh kasus bansos kalau memang mau di sebut profesionak bukanya jels aliran dana itu sebagian lari ke partai mana dan penunjukan proyek pengadaan tas itu rekomendasi siapa;makanya sekali kali lu baca kasus yang di tangani kpk itu memang kebacanya berdasarkan pesanan contoh kasus bansos kalau memang mau di sebut profesionak bukanya jels aliran dana itu sebagian lari ke partai mana dan penunjukan proyek pengadaan tas itu rekomendasi siapa;-1;-1;-1;-1;;;
1586163474736230401;urang_tasik23;@CFC_Jak @rmhrnir @detikcom Orang Indo mah akan miskin kalo ada bansos.;orang indo mah akan miskin kalo ada bansos;0;-1;-1;-1;;;
1586161851431211008;Korem102Panju;"Pj Bupati Bersama Dandim Buntok Salurkan Bansos Sebagai Bentuk Kepedulian Diwilayah DAS Barito Dalam Acara Kemah Bahkti Dan Temu Osis
https://t.co/LFSm6JZ1oj https://t.co/fWet3GVHaK";pj bupati bersama dandim buntok salurkan bansos sebagai bentuk kepedulian diwilayah das barito dalam acara kemah bahkti dan temu osis;1;1;1;1;;;
1586159555397840896;warnaproject;@Intel_ORBA Min..total hasil Rp nya doong..sdh traliunan. Inget bansos ingat.🙂;min total hasil rp nya doong sdh traliunan inget bansos ingat;0;0;0;0;;;
1586157701364473856;tomprim;@seruanhl @NgkongRoses @Aryprasetyo85 @chaterine_8 @yarachantique @ChusnulCh__ @03__nakula @p3juangNKRI @denni_sauya Yg kadernya korupsi bansos dan ada yg kabur itu ya.. Prestasi Sbg partai terkorup di Indonesia kok ga nyadar jg;yg kadernya korupsi bansos dan ada yg kabur itu ya prestasi sbg partai terkorup di indonesia kok ga nyadar jg;-1;-1;-1;-1;;;
1586155428609949696;oktav0;@Intel_ORBA untung dapat dana bansos..;untung dapat dana bansos;1;1;1;1;;;
1586153773910528002;pemburu_kadruun;"@hyungtolarwon @rimah432603231 @firzahusainInc COPET DUWIT RAKYAT.
NGUMPUL DI KUBU PRONONOK.
PENISATA AGAMA .
TUKANG PERKOSA SANTRI2.
BANDAR NARKOBA .
MALING BANSOS MALING ISTRI ORANG POLISI² PEMBUNUH KEZZI_KEZZAM_SADIS NGUMPUL DI KUBU PRONONOK.
Si @hyungtolarwon tetap setia majikan karena dapet nasi bungkus dari si denny";copet duwit rakyat ngumpul di kubu prononok penisata agama tukang perkosa bandar narkoba maling bansos maling istri orang polisi pembunuh kezzi kezzam sadis ngumpul di kubu prononok si tetap setia majikan karena dapet nasi bungkus dari si denny;-1;-1;-1;-1;;;
1586152325588037632;stamroz;@Mencaricinta99 Hrs nya lapor RT , RW bila warga miskin…. Kan kata Ada bansos? Tuh kata dia yg cuap2 🤔;hrs nya lapor rt rw bila warga miskin kan kata ada bansos tuh kata dia yg;0;-1;-1;-1;;;
1586151664704028672;Relaxaja75;Teruslah bersuara jgn sampai orang² kadrun pendomplang hidup di negara tercinta NKRI ini trus menyuarakan HOAX dan menjerumuskan pemikiran sehat kita, Helmipenis akan trus menggerogoti pikiran kita hanya untuk dibayar buat makan krn ngak dapet bansos, dan dia kecewa berat🤣🤣🤣;teruslah bersuara jgn sampai orang kadrun pendomplang hidup di negara tercinta nkri ini trus menyuarakan hoax dan menjerumuskan pemikiran sehat kita helmipenis akan trus menggerogoti pikiran kita hanya untuk dibayar buat makan krn ngak dapet bansos dan dia kecewa berat;1;1;1;1;;;
1586146997836582913;devanpria;@AjiSaepurohman @GSyndicate27 Wah itu bansos bukan sih kang?;wah itu bansos bukan sih kang;0;0;0;0;;;
1586134414215368704;_JinggaSaja_;"Jokowi serahkan langsung bansos di balikpapan
#SemuaDukungKemajuanRI https://t.co/MVIQqaNLIA";jokowi serahkan langsung bansos di balikpapan;1;1;1;1;;;
1586130501886017536;Rini703;@JoeWongJaVa @Jokotol7 Negara zolim????otak loe mungkin yg harus dibenerin ..masih boleh sholat 5 waktu..masih bisa sekolah ,ngaji di mana mana pesantren dimana mana sakit ngga punya duit masih ad BPJS yg gratis ,masih ad bansos,gerombolan loe masih bisa caci maki pemerintah???loe yg kurang bersyukur!;negara zolim otak loe mungkin yg harus dibenerin masih boleh sholat waktu masih bisa sekolah ngaji di mana pesantren dimana mana sakit ngga punya duit masih ad bpjs yg gratis masih ad bansos gerombolan loe masih bisa caci maki pemerintah loe yg kurang bersyukur;1;-1;-1;-1;;;
1586125784074555392;nilawastu;@tvOneNews Pengkhianat terbesar adalah partai yang kadernya maling BANSOS dan juara korupsi, jahat betul itu;pengkhianat terbesar adalah partai yang kadernya maling bansos dan juara korupsi jahat betul itu;-1;-1;-1;-1;;;
1586125436274212864;lensanusantara1;Polsek Batang Kuis Polresta Deli Serdang Bagikan Bansos Kepada Masyarakat Yang Terdampak Kenaikan Harga BBM https://t.co/SlCxr8fpEX;polsek batang kuis polresta deli serdang bagikan bansos kepada masyarakat yang terdampak kenaikan harga bbm;1;1;1;1;;;
1586105761486188544;Baroto34630241;@Bambang07000838 Babi kau, saya bukan penerima bansos macam kalian saya PNS, goblok kamu;babi kau saya bukan penerima bansos macam kalian saya pns goblok kamu;-1;-1;-1;-1;;;
1586099865951821824;mutajir_mohamat;@Usuludin321 Sebelum terlambat lengserkan jokowi segera..habis semua dijual oleh madam bansos dan si cungkring...;sebelum terlambat lengserkan jokowi segera habis semua dijual oleh madam bansos dan si cungkring;-1;-1;-1;-1;;;
1586087706269917184;borepu2;@IndraMazea @Dennysiregar7 Wajar bnyak hutang, karena Rakyatnya kbnyakan Manja, dikit2 minta Bansos, Subsidi dll.., Tak di kasi katanya tidak perhatian sama Rakyat.. Salah siapa Coba... Mikirrr....;wajar bnyak hutang karena rakyatnya kbnyakan manja minta bansos subsidi dll tak di kasi katanya tidak perhatian sama rakyat salah siapa coba mikirr;-1;-1;-1;-1;;;
1586087247605923841;Syifni;@VIVAcoid Dana Bansos di korupsi... Itu namanya Radikal...;dana bansos di korupsi itu namanya radikal;-1;-1;-1;-1;;;
1586060449828593664;Karinbahary2;"Cebongers slalu bilang
Pendukung Anies terlalu ambisi
Padahal pilpres masih lama
..
Eeh gak taunya udh ada yg bagi2 bansos dan bilang Jngn lupa pilih GP ya yg rambut nya putih.. hihihihi 🧑‍🦳 https://t.co/FEucGVOQZ0";cebongers slalu bilang pendukung anies terlalu ambisi padahal pilpres masih lama eeh gak taunya udh ada yg bansos dan bilang jngn lupa pilih gp ya yg rambut nya putih hihihihi;-1;-1;-1;-1;;;
1586050931447435264;indri2979;@geloraco Makanya, bego banget kan kalo kalian masih dukung PDI*eh di pemilu 2024. Please deh kalian, bangun woy bangun! Jgn hanya karena dapet BLT dan Bansos, lalu kalian nurut aja disuruh dukung partai banteng+pilihan capresnya.;makanya bego banget kan kalo kalian masih dukung pdi eh di pemilu please deh kalian bangun woy bangun jgn hanya karena dapet blt dan bansos lalu kalian nurut aja disuruh dukung partai banteng pilihan capresnya;-1;-1;-1;-1;;;
1586043712248770560;oyik84;@BlueNeo81 @KPK_RI Sekalian juga nitip E-KTP sama bansos, buka lagi dong.;sekalian juga nitip e ktp sama bansos buka lagi dong;0;1;1;1;;;
1586042835702206465;pringlaes;@ONYMKLEE @RlIUJIN lu mau diayomi nih kayanya, siapin KTP sama KK siapa tau dapet bansos nih kita;lu mau diayomi nih kayanya siapin ktp sama kk siapa tau dapet bansos nih kita;1;0;0;0;;;
1586039113748447233;ursanctuaryyyy;Jadi gak heran sama kelakuannya, duit bansos aja di embat 😪;jadi gak heran sama kelakuannya duit bansos aja di embat;-1;-1;-1;-1;;;
1586036531197661185;hyoufudain_5u;"Beneran gak bapak gak anak sama2 pekok 😭👌
SATU NAWAR PAKE BERAS MACEM BANSOS, SATU NAWAR PAKE JASA SKRIPSI 😭 Ini keluarga Fushiguros kesulitan ekonomi sampai bayarnya pake jalur alternatif. Lama2 ada yang bayar open BO nya ngutang pake sopi paylater 😩";beneran gak bapak gak anak pekok satu nawar pake beras macem bansos satu nawar pake jasa skripsi ini keluarga fushiguros kesulitan ekonomi sampai bayarnya pake jalur alternatif ada yang bayar open bo nya ngutang pake sopi paylater;-1;-1;-1;-1;;;
1586032534005370881;Efunkthebetroe1;@1ndonesiaku_ 🤣 anjay rupanya gara gara ngga kbagian bansos toh 🤦 alamak aiiii murah banget harga dirinya;anjay rupanya gara ngga kbagian bansos toh alamak aii murah banget harga dirinya;-1;-1;-1;-1;;;
1586032078906593283;emiyunia22;@ZhaqiewW @DoankWarto @yopras2 Loh kmu kan paling depan klo ada pembagian bansos ..haha;loh kmu kan paling depan klo ada pembagian bansos haha;1;0;0;0;;;
1586027621342535681;breyBrandon;@maharaniyuditha Duit bansos di sia2 in;duit bansos di in;-1;-1;-1;-1;;;
1586027166000873475;cakalang2021;@EN_BlueArchive wilujeng tepang taun! mugi-mugi bansos nipun mboten pelit-pelit 🥹 #BlueArchive_Happy_1stAnniversary;wilujeng tepang taun mugi bansos nipun mboten pelit;1;1;1;1;;;
1586026625690238976;ndreprass;"@ruhutsitompul Untuk kasus2
E-ktp Kasus bansos
Dan kasus2 lainnya gimana bang poltak ?";untuk e ktp kasus bansos dan lainnya gimana bang poltak;0;-1;-1;-1;;;
1586026088714895363;Ayah3bidadari;@yunartowijaya Harusnya lembaga survey ini sudah ditutup setelah pilkada DKI dan kasus Mentri maling bansos.;harusnya lembaga survey ini sudah ditutup setelah pilkada dki dan kasus mentri maling bansos;-1;-1;-1;-1;;;
1586020969662976000;Kopirobusta9;"@SautAritonang11 sangat memprihatinkan sekali, kedaulatan tergadai, di buatlah penduduk tergantung dg bansos, negara yg maju adalah negara yg mandiri, mampu menciptakan karya2 terbaik utk bangsa &amp; negara. bkn main obral, main janji, main import WNA utk blh tinggal bebas, itu bentuk kegagalan.";sangat memprihatinkan sekali kedaulatan tergadai di buatlah penduduk tergantung dg bansos negara yg maju adalah negara yg mandiri mampu menciptakan terbaik utk bangsa amp negara bkn main obral main janji main import wna utk blh tinggal bebas itu bentuk kegagalan;-1;-1;-1;-1;;;
1586020361757347841;___cides;gapapa mbak nya kan butuh bansos makanya sampah yang saya buang dipungut , jangan maksa gitu ah mbak masak harus ngakang dulu baru bisa pakek ipon helm cargloss whahaha;gapapa mbak nya kan butuh bansos makanya sampah yang saya buang dipungut jangan maksa gitu ah mbak masak harus ngakang dulu baru bisa pakek ipon helm cargloss whahaha;-1;-1;-1;-1;;;
1586018036716253185;elcofdjumhur;@1ndonesiaku_ Ooo... Masih ngarep bansos juga.. 🤣;ooo masih ngarep bansos juga;0;0;0;0;;;
1586018023797706753;buzze_rp;"Kehadiran 7 eks kapolri tdk akan ada guna...
Mrk semua bekas para pemain utama...lalu apa fungsinya????
Klo mrk mau POLRI kembali baik..usulkan agar kasus2 besar diusut TUNTAS :
BUKU MERAH
KM50 HARUN MASIKU
MALING BANSOS
PENDANA BUZZER
dll
Cc @mohmahfudmd @jokowi @DPR_RI";kehadiran eks kapolri tdk akan ada guna mrk semua bekas para pemain utama lalu apa fungsinya klo mrk mau polri kembali baik usulkan agar besar diusut tuntas buku merah harun masiku maling bansos pendana buzzer dll cc;-1;-1;-1;-1;;;
1586014453648490496;ruangngupi;@BangEdiii Kl pasang foto madam rampok bansos kira2 besok gw masih benas apa gak ya?;kl pasang foto madam rampok bansos besok gw masih benas apa gak ya;0;0;0;0;;;
