Tweet ID;User;Tweet;orang 1;orang 2;orang 3;hasil
1582639975803210000;Paciranid;sikat penyalahgunaan subsidi pertamina gandeng polda jabar;-1;-1;-1;-1
1582639337329820000;Abah_Bangsa;helehhh beli minyak di pertamina aja dah pke aplikasi 🤣🤣🤣 coba bilang sama opung emang semua bisa digital jilat;-1;-1;-1;-1
1582638872714170000;republikaonline;pertamina menargetkan pengurangan co hingga juta ton pada;0;0;0;0
1582638654198930000;pantau24jam;begini upaya pertamina capai target net zero emissions;0;0;0;0
1582638497088690000;masnyasiapa_;masih kerja kak buat beli bensin pertamina;0;0;0;0
1582637596231900000;PertaminaPF;siapa nih yang kemarin pantengin kak dian sastro di webinar pfprestasi sayang banget deh kalau nggak ikut🤔 simak yuk cuplikan pesan dari kak buat pfriends! siapa tahu bisa jadi motivasi pfriends supaya nggak takut punya cita-cita;1;0;0;0
1582637550178430000;KodokNg11760053;itu fungsi ahok ditaro di pertamina tolol biar bisa ngendaliin pertamina emang dirut pertamina berani ama ahok yg kongkalikong langsung dg jokowi tolol dipiara lo njing;-1;-1;-1;-1
1582636864095150000;BeritaDotMedia;pertamina menegaskan komitmennya dalam pencapaian net zero emissions (nze) di indonesia pada de berita nasional;0;0;0;0
1582636765567160000;PertaminaPF;"🗣️: pfmin kalau mau melestarikan ekosistem harus melalui proyek besar ya kalau nggak punya biaya gimana
 wah ini salah besar!❌❌ ayo pahami dulu pesan kak richard kyle di webinar pfestival kemarin";0;0;0;0
1582636517779900000;ShWipra;bacot beneri dulu noh pertamina;-1;-1;-1;-1
1582636453896620000;lwicanigo;contohnya pertamina ya pak;0;0;0;0
1582634789970280000;PertaminaPF;siapa nih yang masih takut kalah sama kompetitor kalau bisa berkolaborasi kenapa engga pfestival webinar pertamina pertaminafoundation;0;0;0;0
1582633773597740000;PertaminaPF;"ada yang lagi pusing mikirin inovasi atau ada yang hampir menyerah karena progres terhambat bentar bentar jangan nyerah dulu dong coba disimak dulu pesan bu ni made ayu marthini di bawah ini😄
 👇👇👇👇👇";1;1;1;1
1582633558245400000;merdekadotcom;begini upaya pertamina capai target net zero emissions;1;1;1;1
1582633018363030000;NoviantiFarhani;dukung terus demi terwujudnya nze pada tahun mendatang;1;1;1;1
1582631908491480000;NoviantiFarhani;mantap sih dengan ini indonesia bisa lebih maju lgi pastinya;1;1;1;1
1582631270374570000;DindinWahidin4;pantes yg nulis dan tweet dan yg ngadu juga adalah orang yg memuja orang yg buat bangkrut pertamina penista agama🗿dan yg melegalkan kata kasar dan jorok di pemprov dki;-1;-1;-1;-1
1582631265580510000;VinaAlv00649378;pengalaman call + -- jasa kontraktor spbu pertamina melayani banjarbaru;1;1;1;1
1582631154460470000;hhamdisofyan;"hehehehe kayak ahok benar ajaemang dia punya prestasi apa min di dki yg keliatan spektakuler cuma penggusuran yg terkesan sadis dan kejam doangatau ngomong taik dan marah ngga jelas
 di pertamina skrg coba apa prestasi beliau dia jd komisaris pertaminan bbm malah melambung";-1;-1;-1;-1
1582630827904880000;RahmaNurZahra6;dengan kerjasama antar negara yang baik pasti bisa mewujudkan net zero emisi;1;1;1;1
1582630714490880000;RahmaNurZahra6;terus tingkatkan kinerja untuk mencapai nze;1;0;1;1
1582630501629960000;AlfManroe;siapa yg bilang pertamina rugi 🤪😜;-1;-1;-1;-1
1582630424769360000;sundo04;"di formula e kemarin pertamina tak mau jd sponsor karena listrik tak ada hubungannya dgn pertamina
 tapi sekarang pertamina gencar mempromosikan motor listrik dan mobil listrik duhhh dasar tukang ngibul!!";-1;-1;-1;-1
1582630280497480000;azhari_fina;untuk bumn khususnya pertamina selalu memberikan nilai dan dampak positif bagi masyarakat indonesia;1;1;1;1
1582630097034830000;Awan160277;pertamina rugi tuh;-1;0;-1;-1
1582629993599110000;azhari_fina;selalu dukung pertamina mencapai net zero emission (nze);1;0;1;1
1582629891115130000;Anasiapaa;krna motor scoopy sudah dgn pemilik baru jadi aku ke sekolah pakai mio minggu lalu isi bbm abg pertamina bilang “manisnyo motor kak lai dari muko sampai blkang” 😅 tadi ke bengkel mau benerin stelan gas abg bengkel bilang” elok elok yo kak motor gagah beko gores” 😅;-1;-1;-1;-1
1582629490089680000;ThePhraseID;alam upaya mewujudkan nze serta upaya pengembangan ekosistem ev di indonesia pertamina melaksanakan penandatanganan kerja sama dengan sejumlah bumn dan perusahaan berskala internasional thephraseid energinasional bumn pertamina;1;1;1;1
1582629319368920000;Bisniscom;tertunda tahun pertamina ep lanjutkan pengeboran di sumur pamusian;-1;-1;-1;-1
1582629187516790000;PertaminaPF;seminggu berlalu adakah pfriends yang masih ingat poin-poin di pfestival webinar🤓;1;1;1;1
1582629111553750000;MelayuSejahtera;dan yang bisa membuat pertamina rugi;-1;-1;-1;-1
1582629023855060000;PomBensinKay;hahahah babi;-1;-1;-1;-1
1582628594320570000;Herypurnomo26;kalo pertamina beres gw baru percaya omonganlu hox;-1;-1;-1;-1
1582627615298490000;syifagarlic;urusin pertamina woyyyyga becus;-1;-1;-1;-1
1582626870465470000;Splash_247;nyk to invest in pertamina;0;0;0;0
1582625568109260000;ANTARASumsel;pertamina patra niaga regional sumbagsel dukung polda lampung ungkap penimbunan;0;0;0;0
1582625400999810000;PolsekLb;tiga orang personel polsek lembah melintang melaksanakan pengamanan di pertamina ujung gading pada pagi hari untuk mengantisipasi dan memonitor dampak kenaikan bbm;0;0;0;0
1582624842313970000;motorplusweekly;imbas kecelakaan maut truk pertamina di cibubur kemenhub larang kendaraan pakai klakson tambahan;-1;-1;-1;-1
1582624455162880000;bambanQz;masih ada aja nih yg ngikutin jejak ahok ngaca dong bud pertamina aja rugi loh !!;-1;-1;-1;-1
1582623893596310000;detikfinance;perusahaan-perusahaan bumn bakal memulai uji coba perdagangan karbon seperti pertamina yang menginisiasi hal tersebut;0;0;0;0
1582623594852810000;HaluanRiau_;pemkab pelalawan gandeng pertamina dan pt sls bangun jalan di kecamatan kerumutan;0;0;0;0
1582622917044540000;PolsekLb;tiga orang personel polsek lembah melintang melaksanakan pengamanan di pertamina ujung gading pada malam hari untuk mengantisipasi dan memonitor dampak kenaikan bbm;0;0;0;0
1582622816494850000;kriz_w;kalopun emang pantes buka aduan buat pertamina yang buka ya dirutnya bukan komisarisnya ntar kalo pertamina wajib buka aduan bumn lain juga wajib buka aduan gak sih kecuali yang komen emang maksudnya ngincer ahok tapi salah maksud cuma ngelempengin gausah ngamuk² ya 👍🏻;-1;0;0;0
1582622074644090000;Widino;di balikpapan ada namanya gunung dubs tp bukit sih itu komplek pertamina bagus bgt di atas tp view ny laut;0;0;0;0
1582621568521440000;ka_nugroho;perlu dicontoh pertamina dan jawa tengah ya niluh;0;0;0;0
1582620757447750000;AntiPengPeng;"pertamina apa khabar hok
 udah melek ato masih merem";-1;0;-1;-1
1582620719086610000;PantauNewsRiau;pertamina berambisi menjadi perusahaan energi global terkemuka dengan reputasi baik diakui sebagai environmentally friendly;1;0;1;1
1582619586138370000;Akunpekanan;ahokahok terus padahal jadi gubernur dki gagal rumah tangga gagal disuruh ngurus pertamina tekor kebodohan seperti apa itu! pantaslah indonesia tetap jalan ditempat disaat negara lain sudah maju gimana tidak yg kerja gagal malah diidolakan;-1;-1;-1;-1
1582619548041480000;RakjatDjelataaa;si dobol hobi naikin harga bbm komut 😂;-1;-1;-1;-1
1582619315571870000;bagushape1;memastikan stok pertalite di pertamina masih aman jadi ya gax usah ribut ribut dong;0;0;0;0
1582618874503380000;ANTARABengkulu;pertamina patra niaga regional sumbagsel dukung polda lampung ungkap penimbunan bbm bersubsidi - antara news bengkulu;-1;-1;-1;-1
1582618384440490000;Sunardirendhi;perkuat sinergi dengan kepolisian pertamina laksanakan program sosial bersama polda jawa barat;1;0;1;1
1582617888124700000;naviscr7_;enak vivo rego e kacek titik ambek pertamina;0;0;0;0
1582617871804340000;bread_selling;"bacot
 ngurus pertamina ajah kaga becus
 mavia minyak udah ketemu belom";-1;-1;-1;-1
1582617810362340000;DexSeriesID;"punya segudang kegiatan emang perlu susun schedule yang tepat biar gak berantakan! nah sama kayak pilih bahan bakar buat kendaraan
 pilihan tepat ya pakai pertamina dex dong! dexcommunity friendswithdex fwd
 dexseriesid durableengineextremeperformance dieselhematbertenaga";0;0;0;0
1582617381238900000;pertamina;terima kasih atas apresiasinya sobat selalu dukung pertamina dalam memberikan energi terbaik untuk bangsa :) -rohman-;0;0;0;0
1582617259356610000;trenasia_com;skk migas harap pertamina mulai ajukan penawaran blok masela trenasia;0;0;0;0
1582616991650550000;pertamina;terima kasih sobat untuk dukungannya semoga sukses dan sehat selalu ya sob :) -rohman-;0;0;0;0
1582616439088820000;adiachen84;"kata ini kok kaya pernah denger ya klo ngga salah bersih pertamina deh 😕
 tp hasilnya nol 😂";-1;-1;-1;-1
1582616052625990000;apit63651539;"udah urus aja pertamina pak
 nanti ikut pilkada dki lg";-1;-1;-1;-1
1582615782428940000;maulanaibn_;pertamina urusin hok;-1;-1;-1;-1
1582614851674770000;ijonk_hs;pertamina aja kacau lu pimpin;-1;-1;-1;-1
1582614784759170000;BookMyShowID;"eits jangan lupa untuk pesan tiketnya dulu ya! 📆 - november 📍pertamina mandalika international street circuit
 🔗 grab your tickets now! 🏁 raceisback
 wsbk
 bookmyshowid";0;0;0;0
1582613897957170000;mahseuchehni;pgas finansialnya bagus pertamina yang akuisisi finansialnya bobrok;-1;-1;-1;-1
1582613788108650000;MuflihahElih;banyak bacot lah ngurus pertamina juga ngga becus 😠👎👎👎;-1;-1;-1;-1
1582613691752530000;antaraqta17;cepatan tidur biar pertamina kaga tekor terus;-1;-1;-1;-1
1582613527260690000;WongDes90513142;gwe kgk percaya update apa gak gk perlu nyatanya bnyak pengguna kendaraan lebih memilih spbu lain yg beda harganya gk jauh tapi ronnya diatas pertamina pertalite gwe sendir tiap isi pertalite cepet amat habisnya wlopun hrg dah naik beda waktu pertalite belum naik;-1;-1;-1;-1
1582613176700800000;kumparan;kubedistik tersebut merupakan realisasi program corporate social responbility (csr) pt pertamina ep (pep) tarakan field dalam rangka mendorong perekonomian para penyandang disabilitas kumparannews;0;0;0;0
1582612712370060000;NavulaVutta;penelitian ini sudah di lakukan dengan pihak berwenang atau hanya akal akalan mana mungkin pertamina menjual produk tanpa meneliti semua sudah sesuai dengan prosedur;0;0;0;0
1582611896293040000;NavulaVutta;pertamina sebelum menjual produk nya sudah melalui penelitian dan sudah di nyatakan layak edar jdi valid gak tuh dan di saksikan siapa saja dan kira kira bisa di pertanggung jawabkan atau tidak;-1;-1;-1;-1
1582611484109960000;hekoza;"setau gue yang nentuin harga bbm naik atau tidaknya itu pemerintah bukan pertamina dah
 kenapa harus pertamina buka meja aduan buat adanya kenaikan bbm 😑";-1;-1;-1;-1
1582611412114760000;WartaEkonomi;pertamina international shipping teken kesepakatan kerja sama dengan perusahaan jepang;1;0;1;1
1582610730091960000;boi_chya;pejabat pertamina ga juka buka pengaduan manual;0;0;0;0
1582610717252890000;alamteGarr;entah ini kebijakan eks gubernur dishub/pemerintah pusat soal portal di depan pertamina di stasiun gambir terlihat benar rapi tp tdk tepat sasaran bila sasarannya proletar seolah menyelesaikan soal tp jd soal buat proletar cak;1;1;1;1
1582610407927080000;522O3;ga update berita ya ka lemigas sudah buktikan kok kadar oktan pertalite bukan baca ini dulu gih biar ga ketinggalan berita;1;0;0;0
1582608885596450000;Halimahyuni1;"semakin bangga aja nihh komitmen esg pertamina hulu energi tandatangani perjanjian karbon kredit sebagai wujud dalam kejar capaian net zero emmission
 bumnuntukg
 soeinternationalconference";1;0;1;1
1582608625863790000;522O3;baca dulu nih ka lemigas sudah buktikan kadar oktan pertalite bukan kok;0;0;0;0
1582608103249370000;disiniadamel;ya ngantri terjadi karena tingginya animo masyarakat dalam membeli bbm ka;0;0;0;0
1582607872059270000;mbaH_tugaran;dalam vidio ini terlepas dr apa masalahnyaseorang pemimpin itu tdk layak seperti inipantesan pertamina dijadikan balas dendam dan cari cuan;-1;-1;-1;-1
1582607480659490000;promadanii;"terus berikan yg terbaik nihh komitmen esg pertamina hulu energi tandatangani perjanjian karbon kredit sebagai wujud dalam kejar capaian net zero emmission
 bumnuntukg
 soeinternationalconference";1;0;1;1
1582607184516420000;JelitaaPuput;"nah gais komitmen esg pertamina hulu energi tandatangani perjanjian karbon kredit sebagai wujud dalam kejar capaian net zero emmission di indonesia bumnuntukg
 soeinternationalconference";1;0;0;0
1582607127532960000;JelitaaPuput;"nah sobat pastinya nihh kementrian bumn bersama pertamina terus pastikan inovasi model bisnis berkelanjutan untuk meningkatkan ketahanan energi dan kemandirian energi bangsa
 bumnuntukg
 soeinternationalconference";1;0;1;1
1582607118573530000;Deden989;emang dng dibuka aduan bakal ada progresnya dr dulu jg begitu kerja nyata jng bnyak omong pertamina aja bensin naiknya ga kira apakah dengan ada aduan di dèngar ngemeng aja ahok;-1;-1;-1;-1
1582606668700920000;niaa_agustina;"kalian harus tau nihh kementrian bumn bersama pertamina terus pastikan inovasi model bisnis berkelanjutan untuk meningkatkan ketahanan energi dan kemandirian energi bangsa
 bumnuntukg
 soeinternationalconference";1;0;1;1
1582606641396010000;ANYudhp;yoiki wayahe turbo balik;0;0;0;0
1582606403385950000;niaa_agustina;"terbaik banget yaa terus kejar target bebas emisi karbon kbumn bersama pertamina kembangkan inisiatif strategis untuk pengembangan klaster industri hijau bumnuntukg
 soeinternationalconference";1;0;1;1
1582606241758530000;dinda_Septi21;"terus kejar target bebas emisi karbon kbumn bersama pertamina kembangkan inisiatif strategis untuk pengembangan klaster industri hijau nih di indonesia loh bumnuntukg
 soeinternationalconference";1;0;1;1
1582606062661740000;dinda_Septi21;"pastinya nih komitmen pertamina hulu energi dalam penerapan esg capai rating dari global oil company sebagai perusahaan penghasil migas global
 bumnuntukg
 soeinternationalconference";1;0;1;1
1582606051870130000;aguskuswanto151;ahok sudah tenang jadi komisaris pertamina dia sudah lewat masanya dari urusan birokrat pemerintahan skrg ini masanya pak heru yg akan memperbaiki kerusakan akibat gabener faham ya sekarang bang ! 😜😜;-1;-1;-1;-1
1582605884433150000;NindySutanti;"komitmen pertamina hulu energi dalam penerapan esg capai rating dari global oil company sebagai perusahaan penghasil migas global loh bestie bumnuntukg
 soeinternationalconference";1;0;1;1
1582605717436910000;FannyRizkyawan;mengawali hari dengan pertamina;0;0;0;0
1582605540709890000;thohirjassin;"ngemeng aja lo hok
 noh pertamina urusin";-1;-1;-1;-1
1582605399911720000;NindySutanti;"nah sobat singkronisasi berkelanjutan bumn pertamina terus pastikan target net zero emission tercapai dan menjadi target pengurangan emisi untuk membangun peluang bisnis
 bumnuntukg
 soeinternationalconference";1;0;1;1
1582605373470490000;Fajar80252294;kmarin pak anis mnjabat si ahok gk ada suaranyagiliran yg mnjabat kaumnya ikutan brsuaramnding urus pertamina yg katanya merugi melulu pak drpada ngurus jkrta!!;-1;-1;-1;-1
1582605274539770000;AvinVinut;"dengan singkronisasi berkelanjutan bumn pertamina terus pastikan target net zero emission tercapai dan menjadi target pengurangan emisi untuk membangun peluang bisnis
 bumnuntukg
 soeinternationalconference";1;1;1;1
1582605240322310000;NindySutanti;"kalian harus tau ya gais kementrian bumn bersama pertamina terus pastikan inovasi model bisnis berkelanjutan untuk meningkatkan ketahanan energi dan kemandirian energi bangsa
 bumnuntukg
 soeinternationalconference";1;1;1;1
1582604782052660000;jayurobge;ayo nyamper ayang lagi wkwkw yuk bisa yuk nabung dari kayak kata mba mba pertamina;0;0;0;0
1582604606218990000;AvinVinut;"wah terbaik nihh kementrian bumn bersama pertamina terus pastikan inovasi model bisnis berkelanjutan untuk meningkatkan ketahanan energi dan kemandirian energi bangsa
 bumnuntukg
 soeinternationalconference";1;1;1;1
1582604351977110000;jabarekspres;cek harga bbm pertamina oktober nonsubsidi turun;0;0;0;0
1582604304677900000;AvinVinut;"terus kejar target bebas emisi karbon kbumn bersama pertamina terus kembangkan inisiatif strategis untuk pengembangan klaster industri hijau
 bumnuntukg
 soeinternationalconference";1;1;1;1
1582603842436280000;AgakManisDikit;pertamina sudah untung apa buntung koh 😅😅😅;-1;-1;-1;-1
1582603818654920000;LiliJuliani10;"terus kejar target bebas emisi karbon kbumn bersama pertamina kembangkan inisiatif strategis untuk pengembangan klaster industri hijau di indonesia nihh bumnuntukg
 soeinternationalconference";1;1;1;1
1582603681509190000;rezaldi12234;gmna dek dulu yg miskin maaih bisa dijangkau dek dgn harga pokok yg masih relatif gapernah turun ke lapangan yaa cuma di sosmed doang skrng yg kaya makin kaya yg miskin tambah miskin liat aja pertamina rugi malah pegawainya di naikin gajinya apa ga gila tuh;-1;-1;-1;-1
1582603482388850000;AprianiRiya;"singkronisasi berkelanjutan bumn pertamina terus pastikan target net zero emission tercapai dan menjadi target pengurangan emisi untuk membangun peluang bisnis
 bumnuntukg
 soeinternationalconference";1;0;0;0
1582603388960720000;WartaEkonomi;pertamina nre gandeng krakatau steel kembangkan hidrogen bersih;0;0;0;0
1582602555170770000;WulanJolan;"komitmen pertamina hulu energi dalam penerapan esg capai rating dari global oil company sebagai perusahaan penghasil migas global
 bumnuntukg
 soeinternationalconference";1;1;1;1
1582602284260660000;sanditk55851533;komut pertamina kerja gak becus;-1;-1;-1;-1
1582602078249440000;kogashinomiya;pertamina haaas f team;-1;-1;-1;-1
1582602059710280000;WulanJolan;"terus kejar target bebas emisi karbon kbumn bersama pertamina kembangkan inisiatif strategis untuk pengembangan klaster industri hijau
 bumnuntukg
 soeinternationalconference";1;1;1;1
1582601890960840000;MyPertaminaID;hai sobat gunawan nomor - adalah dari pertamina call center pertamina call center menghubungi untuk menawarkan bbm lpg dan pelumas dengan tujuan memudahkan konsumen mendapatkan produk pertamina pada layanan pertamina delivery service (pds) tks -adi;1;1;1;1
1582601783041440000;Kabar_sigercom;pertamina patra niaga sumbagsel dukung langkah polda lampung ungkap penimbunan bbm bersubsidi bandarlampung sumatra;1;1;1;1
1582601658068260000;WulanJolan;"kementrian bumn bersama pertamina terus pastikan inovasi model bisnis berkelanjutan untuk meningkatkan ketahanan energi dan kemandirian energi bangsa
 bumnuntukg
 soeinternationalconference";1;1;1;1
1582601248749940000;hainyooo;"lihat replayannya; tetiba banyak yg belain aplikasi my pertamina peduli lindungi 😆
 maren pada ngomel kalo suruh pakai my pertamina dan peduli lindungi 😆😆😆";-1;-1;-1;-1
1582600733802650000;MyPertaminaID;selain itu ada juga layanan seperti charging station dan battery swapping station untuk kendaraan bertenaga listrik berbasis baterai so are you ready for the energy of the future mypertamina call pasuntuksemua;1;1;1;1
1582600550721340000;sasasayatusa_;"perkuat ekonomi kita pertamina bbm pangan
 ekonomi subsidi";1;1;1;1
1582600432760680000;MyPertaminaID;udah ada yang pernah mampir ke spbu green energy station pertamina spbu berkonsep ramah lingkungan ini menggunakan panel surya sebagai sumber energinya lho sob!;1;1;1;1
1582600419745730000;sasasayatusa_;"ekonomi kita aman pertamina bbm pangan
 ekonomi subsidi";1;1;1;1
1582600272093720000;Kabar_sigercom;pertamina grup sinergi inisiasi perdagangan karbon bandarlampung sumatra;1;1;1;1
1582600124185790000;cnbcindonesia;inisiatif pertamina nre dorong pembiayaan proyek ebt;1;1;1;1
1582599931356800000;FarmBroiler;urus pertamina nggak becus nggak usah bacot;-1;-1;-1;-1
1582599809965310000;a_matulesy;sama pertamina dong kakkk kalau ndak punya hp pas mau beli bbm gimana donkkkk tolol!!!!;-1;-1;-1;-1
1582599807452910000;cutecuteseau;ko pertamina;0;0;0;0
1582599636241760000;tempodotco;kecelakaan truk pertamina di cibubur terungkap ini penyebabnya tempootomotif;0;0;0;0
1582599610119310000;Anantawirakusu1;sekian bulan pertamina merugilebih baik saya mundur😀😀😀😀kata siapa itu y;-1;-1;-1;-1
1582599487930780000;kasman_abdya;"assalamualaikum pak presiden jokowi
 mohon pencerahan dengan pertamina kita yang tercinta ada apa dengan bumn kita sehingga logistik berbentuk bbm solar dan pertalite jadi barang langka kenapa masyarakat harus antrian panjang dan lama di spbu ada apakah ttd kasman abdya";0;0;0;0
1582599439948340000;siSegalatahu;malas 🤣🤣🤣 takut nanti dikira mo nyaingin pertamina trus diciduk 🤣🤣🤣;-1;0;-1;-1
1582599238801710000;pwmuslimatnudki;baru saja mengirim foto graha pertamina;0;0;0;0
1582597939083740000;tmcbadung;"lokasi jalan raya kapal depan pertamina kapal bus damri mengalami trouble
 
 
 bagi masyarakat yang melintas agar berhati hati di jalan";-1;0;0;0
1582597647416060000;AliTopa97395466;ga sekalian aja buka pengaduan ke pertaminajual bbm rugi pdhal gada saingan nya;0;0;0;0
1582597643892440000;Ambar_kzmw;aku selalu jawab “saham pertamina”😂;0;0;0;0
1582597639140700000;anelpeu;beli bensin di pertamina bisa qris gak sih ga bakat gue bawa uang cash kececer mulu sampe ilang;-1;1;-1;-1
1582597546337180000;KompasOtomotif;pacu ekosistem kendaraan listrik pertamina fokus pada pasokan baterai;0;0;0;0
1582597426023500000;_KRAKATAUSTEEL;"pt krakatau steel (persero) tbk dengan pt pertamina power indonesia dan ignis energy holdings melakukan penandatanganan perjanjian studi bersama (psb) pengembangan blue &amp; green hydrogen dan energi baru &amp; terbarukan (ebt) di wilayah industri krakatau steel";1;0;0;0
1582597068044240000;tmcbadung;"lokasi jalan raya kapal depan pertamina kapal bus damri mengalami trouble
 
 
 bagi masyarakat yang melintas agar berhati hati di jalan";0;1;0;0
1582596717538860000;in_nyata;pengetat (pertalite) bbm bersubsidi beraksi di spbu jln soekarno hatta sangatta kutaitimur polreskutim polri tni pertamina;0;1;0;0
1582596419189240000;rereajahya;pertamina memang terbaik;1;0;1;1
1582596396867120000;xhwanhee;jadi humas pertamina;0;0;0;0
1582595903373790000;radartasik;knkt ungkap hasil investigasi penyebab kecelakaan truk pertamina di cibubur;0;1;0;0
1582595791969220000;Iyoey_Dpox;jualan sambil merem aje bisa untung ternyata pertamina mencret 🤣🤣🤣👎👎👎;0;-1;-1;-1
1582595179847910000;you_r_hendery;eh km magang pertamina kaah;0;1;0;0
1582594461091390000;MsMejustsaying;pas rame pertamina anehgw msh biasa aja krn ga ngalaminskrg kejadiansebel bgt biasa isi ptmax rb jumat ktm jumatrute udah pasti petunjuk bensin normal angka konsumsi bensin jg normal jumat kmrn isiwiken di rmhini selasa mlm udah hrs isi lg gila sih! mejustsaying;1;1;1;1
1582594274352590000;Rubiisme;pertamina juga bikin dong;0;-1;0;0
1582593447638480000;antobee3;luu udah deh fokus jadiin pertamina gk jadi pertamini;-1;0;0;0
1582593129055600000;jellyf1shy__;saham pertamina;0;0;0;0
1582593013125350000;effan2dhly;apa kabar pertamina apa untung;0;0;0;0
1582592331437700000;topan268;jd pimpinan bumn (milik negara) jg termasuk melayani kan apa sebaiknya dibuka saja meja pengaduan di pertamina aduannya lgsg ke komut😀;1;0;0;0
1582591985088550000;welfareidonline;komite nasional keselamatan transportasi (knkt) menyebutkan kegagalan pengereman jadi penyebab kecelakaan beruntun truk tangki bahan bakar minyak (bbm) pertamina dengan sejumlah kendaraan bermotor di jalan transyogi cibubur bekasi juli lalu;0;0;0;0
1582591381737860000;bumbudimsum;ahok urus saja pertamina kalau sudah kalah pilkada dki diam saja;-1;0;-1;-1
1582590261825530000;SesiliaAp_;sedangkan kalau dalam kontrak migas ketika konsesi habis maka secara langsung wilayah dan fasilitas operasional otomatis dimiliki pemerintah dan dikelola pertamina;-1;1;1;1
1582589385416900000;pamulang_polsek;polsek pamulang melaksanakan pemantauan spbu pasca kenaikan harga bbm di spbu pertamina wilkum pamulang situasi aman dan terkendali (/);0;0;0;0
1582589336159060000;Rejosh2;gk usah byk bacodpertamina rugi kerja loe ngapain kok gk koar;-1;0;-1;-1
1582588782074660000;awakazmi;"permasalah di pertamina tu aja kau urus ngentot
 gausah sok ngomen kerjaan orang kalau kerjaan kau ga becus pantek";-1;0;-1;-1
1582588498930180000;cnbcindonesia;pertamina grup bersinergi inisiasi perdagangan karbon;1;1;1;1
1582587919604540000;lebihdaribiru11;pertamina loss bro;-1;1;-1;-1
1582587687650750000;tanyasimi;pertamina nre gandeng perusahaan kembangkan hidrogen bersih di indonesia: silmy karim menjelaskan penandatanganan psb ini merupakan tahap awal penjajakan terkait potensi produksi blue dan green hydrogen untuk kawasan industri… sumber merdeka com;1;1;1;1
1582586834001230000;sltyfrenchfries;w kira ini universitas pertamina;0;1;0;0
1582586497945190000;chaerulgintings;wah laporan ke pertamina kok ga pernah dilayani pak;-1;0;-1;-1
1582585843381730000;ShelbyNeutral;diem lu hok jadi komisaris pertamina bukannya makin baik malah naik mulu harga;-1;0;-1;-1
1582584580078310000;PemkoLsm;"pj walikota lhokseumawe dr drs imran menghadiri acara sosialisasi penggunaan fasilitas lng untuk hotel restoran &amp; cafe yang diselenggarakan oleh pertamina perta arun gas di gor fakultas kedokteran unimalselasa oktober";0;0;0;0
1582584499875250000;cakkk;tanggung jawabmu mana komisaris pertamina kerjanya apa ngemeng aj tanpa bukti jadi ingat ucapan kokoh pertamina merem sdh untung tapi malah rugi sejak kau jadi masuk;-1;0;-1;-1
1582584234853930000;ukhtielya;"rata yg punya spbu kam emang swasta bu mega aja banyak tuh spbu nya
 swasta bermitra jual beli sama pertamina ya suka yg punya spbu donk napa semua d permasalahkan sih aneh aja ngaku muslim tp liatnorg shalat tepat waktu ga suka perlu d pertanyakan itu muslim ktp aja kali";-1;1;-1;-1
1582584197583350000;kimcipedes;penyerahan partisipasi bantuan pembangunan masjid sat brimob polda jabar dan bantuan unit buggy car dari pertamina patra niaga rjbb kepada polda jabar kimcipedes;1;0;1;1
1582584197213960000;metajanuary;satumat lagi jam babunyi am suling pertamina;0;0;0;0
1582583408588250000;Joevhan704;ngurus itu pertamina yg kata nya rugi mulu jgan sibuk pencitraan;-1;0;-1;-1
